expediente_id,municipio,tipo_proceso,despacho,anio_radicacion,ivf_score,carga_despacho,n_audiencias,apelacion,duracion_dias,terminado,tipo_proceso_enc,municipio_enc,despacho_enc,duracion_estimada,p75_duracion,riesgo
EXP-03204,FLORIDA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2024,44,1.1,11,1,681,1,1,5,0,673,440.0,Alto
EXP-03983,PALMIRA,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,74,1.05,11,1,667,1,0,8,6,669,378.75,Alto
EXP-04570,PRADERA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2020,38,1.05,11,1,688,1,1,9,6,668,409.5,Alto
EXP-00120,CARTAGO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,58,0.95,11,1,701,1,1,3,4,667,422.5,Alto
EXP-01994,CARTAGO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,58,0.95,11,1,744,1,1,3,4,667,422.5,Alto
EXP-02794,BUENAVENTURA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,89,1.25,11,1,638,1,0,0,5,656,433.0,Alto
EXP-03189,TULUA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2023,71,1.05,10,1,677,1,1,11,6,651,409.5,Alto
EXP-02038,PALMIRA,ALIMENTOS,Juzgado_2_Familia,2022,74,1.2,10,1,648,1,0,8,3,644,410.0,Alto
EXP-01513,PALMIRA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2023,74,0.95,10,1,705,1,1,8,4,643,422.5,Alto
EXP-01600,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2022,82,1.05,10,1,691,1,1,1,6,641,409.5,Alto
EXP-00256,CARTAGO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2021,58,1.05,10,1,659,1,1,3,6,632,409.5,Alto
EXP-02533,YUMBO,ALIMENTOS,Comisaria_2_Familia,2020,62,0.9,10,1,686,1,0,12,1,630,341.0,Alto
EXP-02665,EL CERRITO,ALIMENTOS,Juzgado_2_Familia,2023,41,1.2,10,1,722,1,0,4,3,630,410.0,Alto
EXP-01357,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,89,1.05,10,1,589,1,1,0,6,629,409.5,Alto
EXP-01654,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,89,1.05,10,1,660,1,1,0,6,629,409.5,Alto
EXP-04855,JAMUNDI,ALIMENTOS,Juzgado_2_Familia,2022,67,1.2,10,1,722,1,0,7,3,628,410.0,Alto
EXP-04545,CARTAGO,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,58,1.05,11,1,646,1,0,3,6,626,378.75,Alto
EXP-02931,EL CERRITO,ALIMENTOS,Comisaria_1_Familia,2023,41,1.1,10,1,638,1,0,4,0,625,412.5,Alto
EXP-00655,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,82,1.05,10,1,516,1,1,1,6,624,409.5,Alto
EXP-03439,PALMIRA,ALIMENTOS,Comisaria_2_Familia,2023,74,0.9,10,1,660,1,0,8,1,608,341.0,Alto
EXP-00734,CARTAGO,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,58,1.05,11,1,510,1,0,3,6,600,378.75,Alto
EXP-04675,TULUA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,71,0.9,10,1,560,1,1,11,1,600,388.25,Alto
EXP-01178,PRADERA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,38,0.9,10,1,572,1,1,9,1,592,388.25,Alto
EXP-04024,YUMBO,ALIMENTOS,Juzgado_Penal_Municipal_2,2021,62,1.05,9,1,659,1,0,12,6,587,378.75,Alto
EXP-03808,ZARZAL,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,33,1.05,10,1,565,1,0,13,6,581,378.75,Alto
EXP-04331,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,82,1.05,10,1,522,1,0,1,6,579,378.75,Alto
EXP-01639,JAMUNDI,ALIMENTOS,Comisaria_2_Familia,2020,67,0.9,10,1,551,1,0,7,1,573,341.0,Alto
EXP-00640,BUENAVENTURA,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,89,1.05,14,0,548,0,0,0,6,570,378.75,Alto
EXP-01625,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_3_Familia,2021,53,0.95,10,1,574,1,0,6,4,570,362.0,Alto
EXP-02169,CALI,ALIMENTOS,Juzgado_3_Familia,2022,82,0.95,13,0,579,1,0,1,4,567,362.0,Alto
EXP-01708,PRADERA,ALIMENTOS,Juzgado_3_Familia,2022,38,0.95,9,1,579,1,0,9,4,561,362.0,Alto
EXP-04176,FLORIDA,ALIMENTOS,Comisaria_2_Familia,2020,44,0.9,10,1,513,1,0,5,1,561,341.0,Alto
EXP-01239,CANDELARIA,ALIMENTOS,Juzgado_3_Familia,2023,48,0.95,10,1,492,1,0,2,4,554,362.0,Alto
EXP-03110,CARTAGO,ALIMENTOS,Juzgado_3_Familia,2023,58,0.95,9,1,550,1,0,3,4,550,362.0,Alto
EXP-02590,CARTAGO,ALIMENTOS,Comisaria_2_Familia,2022,58,0.9,9,1,536,1,0,3,1,549,341.0,Alto
EXP-04995,CARTAGO,ALIMENTOS,Comisaria_2_Familia,2023,58,0.9,9,1,562,1,0,3,1,549,341.0,Alto
EXP-03517,CANDELARIA,ALIMENTOS,Comisaria_2_Familia,2021,48,0.9,9,1,613,1,0,2,1,542,341.0,Alto
EXP-01796,YUMBO,ALIMENTOS,Comisaria_2_Familia,2023,62,0.9,8,1,550,1,0,12,1,518,341.0,Alto
EXP-03872,YUMBO,ALIMENTOS,Comisaria_2_Familia,2023,62,0.9,8,1,541,1,0,12,1,518,341.0,Alto
EXP-00837,CANDELARIA,VIF,Juzgado_1_Familia,2024,48,1.35,12,0,496,1,3,2,2,499,325.75,Alto
EXP-03329,BUENAVENTURA,VIF,Juzgado_Penal_Municipal_1,2024,89,1.25,12,0,506,1,3,0,5,495,306.0,Alto
EXP-03039,BUENAVENTURA,SUSTANCIAS,Juzgado_Penal_Municipal_2,2023,89,1.05,11,0,479,1,2,0,6,471,275.0,Alto
EXP-04969,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2,2021,82,1.05,10,0,433,1,2,1,6,444,275.0,Alto
EXP-04952,BUENAVENTURA,VIF,Juzgado_Penal_Municipal_2,2020,89,1.05,9,0,475,1,3,0,6,407,268.0,Alto
EXP-00721,PALMIRA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2021,74,1.35,14,1,779,1,1,8,2,798,550.0,Medio
EXP-02002,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,89,1.35,12,1,835,1,1,0,2,794,550.0,Medio
EXP-03900,SEVILLA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,35,1.35,13,1,718,1,1,10,2,789,550.0,Medio
EXP-01315,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,67,1.2,14,1,908,1,1,7,3,778,542.5,Medio
EXP-01611,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,89,1.35,11,1,841,1,1,0,2,773,550.0,Medio
EXP-00672,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_2_Familia,2022,41,1.2,12,1,716,1,1,4,3,763,542.5,Medio
EXP-00953,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,67,1.35,12,1,856,1,1,7,2,757,550.0,Medio
EXP-01384,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,82,1.2,12,1,812,1,1,1,3,755,542.5,Medio
EXP-04539,PALMIRA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2021,74,1.2,12,1,799,1,1,8,3,755,542.5,Medio
EXP-03416,YUMBO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,62,1.35,11,1,781,1,1,12,2,741,550.0,Medio
EXP-01642,ZARZAL,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,33,1.25,13,1,719,1,1,13,5,740,499.0,Medio
EXP-01413,CARTAGO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,58,1.35,13,1,709,1,1,3,2,736,550.0,Medio
EXP-00348,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2021,82,1.2,11,1,777,1,1,1,3,733,542.5,Medio
EXP-00294,CARTAGO,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,58,1.2,12,1,722,1,1,3,3,729,542.5,Medio
EXP-04289,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2023,53,1.25,12,1,764,1,1,6,5,729,499.0,Medio
EXP-03372,TULUA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,71,1.2,12,1,688,1,1,11,3,728,542.5,Medio
EXP-00429,YUMBO,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,62,1.2,13,1,869,1,1,12,3,724,542.5,Medio
EXP-00912,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2021,89,1.2,11,1,660,1,1,0,3,720,542.5,Medio
EXP-04831,TULUA,ALIMENTOS,Juzgado_1_Familia,2022,71,1.35,12,1,694,1,0,11,2,719,482.25,Medio
EXP-03586,YUMBO,ALIMENTOS,Juzgado_1_Familia,2024,62,1.35,12,1,799,1,0,12,2,713,482.25,Medio
EXP-04770,JAMUNDI,ALIMENTOS,Juzgado_1_Familia,2022,67,1.35,11,1,823,1,0,7,2,712,482.25,Medio
EXP-04504,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_1_Familia,2023,53,1.35,13,1,681,1,0,6,2,711,482.25,Medio
EXP-02738,TULUA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,71,1.25,11,1,705,1,1,11,5,706,499.0,Medio
EXP-04594,TULUA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,71,1.25,11,1,705,1,1,11,5,706,499.0,Medio
EXP-02885,TULUA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,71,1.25,11,1,686,1,1,11,5,700,499.0,Medio
EXP-02938,TULUA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2021,71,1.25,11,1,649,1,1,11,5,692,499.0,Medio
EXP-03525,SEVILLA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,35,1.2,11,1,681,1,1,10,3,687,542.5,Medio
EXP-00198,CARTAGO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,58,1.35,11,1,645,1,1,3,2,682,550.0,Medio
EXP-03223,CANDELARIA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2022,48,1.2,11,1,674,1,1,2,3,682,542.5,Medio
EXP-01027,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2020,89,1.35,10,1,667,1,1,0,2,673,550.0,Medio
EXP-02930,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2020,89,1.35,10,1,701,1,1,0,2,673,550.0,Medio
EXP-04844,YUMBO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,62,1.35,10,1,721,1,1,12,2,673,550.0,Medio
EXP-00259,PRADERA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,38,1.25,11,1,651,1,1,9,5,670,499.0,Medio
EXP-02999,ZARZAL,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,33,1.35,9,1,758,1,1,13,2,661,550.0,Medio
EXP-03758,YUMBO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,62,1.35,10,1,623,0,1,12,2,659,550.0,Medio
EXP-04533,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2021,89,1.35,14,0,674,1,1,0,2,658,550.0,Medio
EXP-01381,EL CERRITO,ALIMENTOS,Juzgado_1_Familia,2023,41,1.35,11,1,637,1,0,4,2,657,482.25,Medio
EXP-02087,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2020,53,1.35,11,1,603,1,1,6,2,654,550.0,Medio
EXP-03079,SEVILLA,ALIMENTOS,Juzgado_1_Familia,2023,35,1.35,11,1,623,1,0,10,2,651,482.25,Medio
EXP-03051,PALMIRA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,74,1.2,10,1,630,1,1,8,3,645,542.5,Medio
EXP-01913,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,89,1.35,10,1,597,1,1,0,2,642,550.0,Medio
EXP-02967,PALMIRA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2021,74,1.2,10,1,635,1,1,8,3,640,542.5,Medio
EXP-03323,YUMBO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,62,1.25,14,0,660,1,1,12,5,640,499.0,Medio
EXP-03752,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,41,1.35,10,1,702,1,1,4,2,640,550.0,Medio
EXP-04256,YUMBO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2021,62,1.35,15,0,644,1,1,12,2,640,550.0,Medio
EXP-01018,FLORIDA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2022,44,1.1,14,0,651,1,1,5,0,639,440.0,Medio
EXP-02712,YUMBO,ALIMENTOS,Juzgado_1_Familia,2023,62,1.35,10,1,637,1,0,12,2,636,482.25,Medio
EXP-02893,CANDELARIA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2023,48,1.25,11,1,646,1,1,2,5,636,499.0,Medio
EXP-03848,ZARZAL,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,33,1.35,9,1,498,0,1,13,2,634,550.0,Medio
EXP-04257,JAMUNDI,ALIMENTOS,Juzgado_1_Familia,2023,67,1.35,10,1,583,1,0,7,2,634,482.25,Medio
EXP-04910,JAMUNDI,ALIMENTOS,Juzgado_1_Familia,2023,67,1.35,10,1,623,1,0,7,2,634,482.25,Medio
EXP-01300,PALMIRA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2021,74,1.25,10,1,624,1,1,8,5,633,499.0,Medio
EXP-00705,FLORIDA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2020,44,1.35,10,1,681,1,1,5,2,628,550.0,Medio
EXP-00880,FLORIDA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2020,44,1.35,10,1,639,1,1,5,2,628,550.0,Medio
EXP-00869,PRADERA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2021,38,1.35,10,1,658,1,1,9,2,627,550.0,Medio
EXP-02282,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2021,82,0.95,10,1,655,1,1,1,4,625,422.5,Medio
EXP-03149,BUENAVENTURA,ALIMENTOS,Juzgado_1_Familia,2023,89,1.35,10,1,554,1,0,0,2,623,482.25,Medio
EXP-02179,SEVILLA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2021,35,1.2,9,1,642,1,1,10,3,621,542.5,Medio
EXP-02728,CARTAGO,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,58,1.25,11,1,520,1,0,3,5,621,433.0,Medio
EXP-03760,CARTAGO,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,58,1.25,11,1,709,1,0,3,5,621,433.0,Medio
EXP-03036,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,89,1.25,17,0,711,1,1,0,5,618,499.0,Medio
EXP-02489,PRADERA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,38,1.2,10,1,544,1,1,9,3,617,542.5,Medio
EXP-04623,FLORIDA,ALIMENTOS,Juzgado_1_Familia,2022,44,1.35,10,1,617,1,0,5,2,617,482.25,Medio
EXP-01175,CANDELARIA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2020,48,1.2,14,0,622,1,1,2,3,616,542.5,Medio
EXP-01583,ZARZAL,ALIMENTOS,Juzgado_1_Familia,2024,33,1.35,10,1,602,1,0,13,2,615,482.25,Medio
EXP-04351,TULUA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2021,71,1.05,14,0,613,1,1,11,6,614,409.5,Medio
EXP-01964,EL CERRITO,ALIMENTOS,Juzgado_1_Familia,2023,41,1.35,10,1,586,1,0,4,2,613,482.25,Medio
EXP-00387,SEVILLA,ALIMENTOS,Juzgado_1_Familia,2021,35,1.35,13,0,651,1,0,10,2,611,482.25,Medio
EXP-01251,CARTAGO,ALIMENTOS,Comisaria_1_Familia,2023,58,1.1,10,1,676,1,0,3,0,611,412.5,Medio
EXP-01916,CARTAGO,ALIMENTOS,Comisaria_1_Familia,2023,58,1.1,10,1,564,1,0,3,0,611,412.5,Medio
EXP-02720,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_2_Familia,2021,41,1.2,15,0,605,1,1,4,3,611,542.5,Medio
EXP-01711,CALI,ALIMENTOS,Juzgado_1_Familia,2021,82,1.35,10,1,648,1,0,1,2,609,482.25,Medio
EXP-00176,CARTAGO,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,58,1.2,10,1,607,1,1,3,3,608,542.5,Medio
EXP-03305,CALI,ALIMENTOS,Juzgado_2_Familia,2023,82,1.2,10,1,583,1,0,1,3,608,410.0,Medio
EXP-02213,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,48,1.25,11,1,555,1,0,2,5,607,433.0,Medio
EXP-02229,BUENAVENTURA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2022,89,1.1,10,1,571,1,1,0,0,607,440.0,Medio
EXP-02628,FLORIDA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,44,1.2,10,1,578,1,1,5,3,607,542.5,Medio
EXP-00897,FLORIDA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2021,44,1.25,10,1,610,1,1,5,5,606,499.0,Medio
EXP-00618,PRADERA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2022,38,1.2,14,0,590,1,1,9,3,605,542.5,Medio
EXP-02298,YUMBO,HURTO_PATRIMONIAL,Juzgado_2_Familia,2020,62,1.2,10,1,589,1,1,12,3,604,542.5,Medio
EXP-00010,CALI,ALIMENTOS,Juzgado_1_Familia,2024,82,1.35,10,1,617,1,0,1,2,603,482.25,Medio
EXP-04547,SEVILLA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2023,35,1.1,9,1,589,1,1,10,0,603,440.0,Medio
EXP-00407,PALMIRA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,74,1.35,9,1,611,1,1,8,2,602,550.0,Medio
EXP-01204,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,53,1.25,10,1,646,0,1,6,5,602,499.0,Medio
EXP-04250,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,41,1.2,13,0,596,1,1,4,3,601,542.5,Medio
EXP-01084,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2023,89,1.25,10,1,581,1,1,0,5,600,499.0,Medio
EXP-04811,FLORIDA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,44,1.35,13,0,563,1,1,5,2,598,550.0,Medio
EXP-01457,JAMUNDI,ALIMENTOS,Comisaria_1_Familia,2021,67,1.1,10,1,571,1,0,7,0,596,412.5,Medio
EXP-03810,EL CERRITO,ALIMENTOS,Juzgado_2_Familia,2023,41,1.2,9,1,614,1,0,4,3,596,410.0,Medio
EXP-04052,CARTAGO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2023,58,1.25,10,1,537,1,1,3,5,596,499.0,Medio
EXP-04101,PALMIRA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,74,1.2,9,1,638,1,1,8,3,596,542.5,Medio
EXP-04772,CANDELARIA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2021,48,1.35,10,1,506,1,1,2,2,596,550.0,Medio
EXP-04546,FLORIDA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,44,1.35,9,1,607,1,1,5,2,595,550.0,Medio
EXP-03945,ZARZAL,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,33,1.25,9,1,609,1,0,13,5,593,433.0,Medio
EXP-04075,YUMBO,ALIMENTOS,Comisaria_1_Familia,2024,62,1.1,9,1,672,1,0,12,0,593,412.5,Medio
EXP-00282,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2022,53,1.2,10,1,533,1,1,6,3,591,542.5,Medio
EXP-04936,PRADERA,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,38,1.25,10,1,520,1,0,9,5,591,433.0,Medio
EXP-01501,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2022,82,1.05,14,0,574,1,1,1,6,590,409.5,Medio
EXP-03077,EL CERRITO,ALIMENTOS,Comisaria_1_Familia,2021,41,1.1,9,1,589,1,0,4,0,589,412.5,Medio
EXP-03546,PRADERA,ALIMENTOS,Juzgado_Penal_Municipal_1,2020,38,1.25,10,1,628,1,0,9,5,589,433.0,Medio
EXP-04191,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,53,1.2,10,1,746,1,1,6,3,589,542.5,Medio
EXP-00555,BUENAVENTURA,ALIMENTOS,Juzgado_1_Familia,2024,89,1.35,9,1,635,1,0,0,2,588,482.25,Medio
EXP-00853,YUMBO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,62,1.35,13,0,550,1,1,12,2,588,550.0,Medio
EXP-03404,BUENAVENTURA,ALIMENTOS,Juzgado_1_Familia,2023,89,1.35,9,1,614,1,0,0,2,588,482.25,Medio
EXP-03593,BUENAVENTURA,ALIMENTOS,Juzgado_1_Familia,2023,89,1.35,9,1,646,1,0,0,2,588,482.25,Medio
EXP-03924,BUENAVENTURA,ALIMENTOS,Juzgado_1_Familia,2024,89,1.35,9,1,571,1,0,0,2,588,482.25,Medio
EXP-04365,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_2_Familia,2023,53,1.2,10,1,618,1,0,6,3,588,410.0,Medio
EXP-00125,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,53,1.35,13,0,602,1,1,6,2,587,550.0,Medio
EXP-00502,PALMIRA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,74,1.35,13,0,595,1,1,8,2,586,550.0,Medio
EXP-01957,SEVILLA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,35,1.25,9,1,630,1,0,10,5,584,433.0,Medio
EXP-00384,TULUA,ALIMENTOS,Juzgado_1_Familia,2023,71,1.35,9,1,596,1,0,11,2,583,482.25,Medio
EXP-02480,TULUA,ALIMENTOS,Juzgado_1_Familia,2024,71,1.35,9,1,603,1,0,11,2,583,482.25,Medio
EXP-00028,PALMIRA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,74,0.95,9,1,596,1,1,8,4,582,422.5,Medio
EXP-01476,CARTAGO,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,58,1.25,10,1,610,1,0,3,5,581,433.0,Medio
EXP-02567,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2023,41,1.25,9,1,562,1,1,4,5,580,499.0,Medio
EXP-02692,SEVILLA,ALIMENTOS,Comisaria_1_Familia,2021,35,1.1,9,1,593,1,0,10,0,580,412.5,Medio
EXP-04097,PALMIRA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2023,74,1.05,9,1,534,1,1,8,6,580,409.5,Medio
EXP-04442,YUMBO,ALIMENTOS,Juzgado_1_Familia,2023,62,1.35,9,1,561,1,0,12,2,580,482.25,Medio
EXP-03385,PRADERA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2020,38,1.2,9,1,588,1,1,9,3,579,542.5,Medio
EXP-03612,FLORIDA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2024,44,1.1,9,1,688,1,1,5,0,579,440.0,Medio
EXP-03807,PALMIRA,ALIMENTOS,Juzgado_1_Familia,2024,74,1.35,13,0,586,1,0,8,2,579,482.25,Medio
