c_digo_dane_departamento,departamento,c_digo_dane_municipio,municipio,tipo_municipio_isla_rea_no,categoria_municipio,comisarias_ley_2126_100_000,existencia_de_comisarias,nombre_comisaria,direcci_n_comisara,telefono_de_contacto,horario_de_atenci_n,longitud_de_ubicaci_n_de,latitud_de_ubicaci_n_de_la,coordenadas_de_ubicaci_n,fuente
27,CHOCO,27150,CARMEN DEL DARIEN,Municipio,6,1,1,Comisaría de Familia Carmen Del Darién,Cra. 2 B. Jardin - Curbarado,3116863634,8:00 - 12:00 y 14:00 - 18:00,-76.97276231,7.157085138,"7.1570851382172895, -76.97276231405756",Directorio Comisarias Ley 2126
27,CHOCO,27160,CERTEGUI,Municipio,6,1,1,Comisaría de Familia Cértegui,B. la Candelaria,3172132307,8:00 - 12:00 y 14:00 - 18:00,-76.60590306,5.371838893,"5.3718388928666325, -76.60590305848912",Directorio Comisarias Ley 2126
27,CHOCO,27205,CONDOTO,Municipio,6,1,1,Comisaría de Familia Condoto,Cl. 8 #7-26,3134330972,8:00 - 12:00 y 14:00 - 18:00,-76.64680118,5.094898103,"5.094898103214641, -76.64680117846991",Directorio Comisarias Ley 2126
27,CHOCO,27245,EL CARMEN DE ATRATO,Municipio,6,1,1,Comisaría de Familia El Carmen De Atrato,Cra 4 #5-39,3225372104,7:30 - 12:30 y 14:00 - 18:00,-76.14263881,5.899519267,"5.8995192673963395, -76.1426388149697",Directorio Comisarias Ley 2126
27,CHOCO,27250,EL LITORAL DEL SAN JUAN,Municipio,6,1,1,Comisaría de Familia El Litoral Del San Juan,B. 16 de Julio,3235202995,8:00 - 12:00 y 14:00 - 18:00,No registra en Google Map,No registra en Google Map,No registra en Google Map,Directorio Comisarias Ley 2126
27,CHOCO,27361,ISTMINA,Municipio,6,1,1,Comisaría de Familia Istmina,Cra 8 #19-03,6702082,8:00 - 12:00 y 14:00 - 18:00,-76.68544626,5.145950899,"5.1459508992737595, -76.68544626326081",Directorio Comisarias Ley 2126
27,CHOCO,27372,JURADO,Municipio,6,1,1,Comisaría de Familia Juradó,B. Pueblo Viejo,3212037936,8:00 - 12:00 y 14:00 - 18:00,No registra en Google Map,No registra en Google Map,No registra en Google Map,Directorio Comisarias Ley 2126
27,CHOCO,27413,LLORO,Municipio,6,1,1,Comisaría de Familia Lloró,Cl. 1 #1-62,311 780688,8:00 - 12:00 y 14:00 - 18:00,-76.54132957,5.498997868,"5.498997867529079, -76.54132957320462",Directorio Comisarias Ley 2126
27,CHOCO,27425,MEDIO ATRATO,Municipio,6,1,1,Comisaría de Familia Medio Atrato,Beté - Cabecera,3204177732,8:00 - 12:00 y 14:00 - 18:00,No registra en Google Map,No registra en Google Map,No registra en Google Map,Directorio Comisarias Ley 2126
27,CHOCO,27430,MEDIO BAUDO,Municipio,6,1,1,Comisaría de Familia Medio Baudó,B. Villanueva - Av. principal entrada a Puerto Meluk,3207077981,8:00 - 12:00 y 14:00 - 18:00,No registra en Google Map,No registra en Google Map,No registra en Google Map,Directorio Comisarias Ley 2126
27,CHOCO,27450,MEDIO SAN JUAN,Municipio,6,1,1,Comisaría de Familia Medio San Juan,B. Porvenir - Diagonal al Parque Central de Andagoya,3208187438,8:00 - 12:00 y 14:00 - 18:00,-76.69478366,5.095053512,"5.095053511732693, -76.69478365735841",Directorio Comisarias Ley 2126
27,CHOCO,27491,NOVITA,Municipio,6,1,1,Comisaría de Familia Nóvita,Cl. 2 Barrio/El Rosario,3136979468,8:00 - 12:00 y 14:00 - 18:00,-76.60771925,4.954694489,"4.954694489162512, -76.60771924903682",Directorio Comisarias Ley 2126
27,CHOCO,27495,NUQUI,Municipio,6,1,1,Comisaría de Familia Nuquí,B. La Union,3148415999,8:00 - 12:00 y 14:00 - 18:00,-77.26303894,5.709478022,"5.709478022194634, -77.26303893847529",Directorio Comisarias Ley 2126
27,CHOCO,27580,RIO IRO,Municipio,6,1,1,Comisaría de Familia Río Iró,"Santa Rita, B. el Rosario",3234751603,8:00 - 12:00 y 14:00 - 18:00,No registra en Google Map,No registra en Google Map,No registra en Google Map,Directorio Comisarias Ley 2126
27,CHOCO,27600,RIO QUITO,Municipio,6,1,1,Comisaría de Familia Río Quito,B. Juan Pablo II,3126255726,8:00 - 12:00 y 14:00 - 18:00,No registra en Google Map,No registra en Google Map,No registra en Google Map,Directorio Comisarias Ley 2126
27,CHOCO,27660,SAN JOSE DEL PALMAR,Municipio,6,1,1,Comisaría de Familia San José Del Palmar,Cl. 9 #3-44,3206793313,8:00 - 12:00 y 14:00 - 18:00,-76.23437217,4.896358582,"4.896358581971078, -76.23437216722978",Directorio Comisarias Ley 2126
27,CHOCO,27745,SIPI,Municipio,6,1,1,Comisaría de Familia Sipí,B. Barrancón,3113806506,8:00 - 12:00 y 14:00 - 18:00,No registra en Google Map,No registra en Google Map,No registra en Google Map,Directorio Comisarias Ley 2126
27,CHOCO,27787,TADO,Municipio,6,1,1,Comisaría de Familia Tadó,Cl. 5 #16-21,3126440860,8:00 - 12:00 y 14:00 - 18:00,-76.56166386,5.26333668,"5.26333668014643, -76.56166385985905",Directorio Comisarias Ley 2126
27,CHOCO,27800,UNGUIA,Municipio,6,1,1,Comisaría de Familia Unguía,Cl. 2 Cra 4 - 5,3026674652,8:00 - 12:00 y 14:00 - 18:00,-77.091807,8.040435159,"8.040435158916438, -77.09180699935207",Directorio Comisarias Ley 2126
27,CHOCO,27810,UNION PANAMERICANA,Municipio,6,1,1,Comisaría de Familia Unión Panamericana,Cl. 4 #9-38,6700182,8:00 - 12:00 y 14:00 - 18:00,No registra en Google Map,No registra en Google Map,No registra en Google Map,Directorio Comisarias Ley 2126
41,HUILA,41006,ACEVEDO,Municipio,6,1,1,Comisaría de Familia Acevedo,Cra 4 cl. 9 Esquina,3107561614,7:00 - 12:00 y 14:00 - 16:00,-75.88871754,1.806298411,"1.8062984114329734, -75.88871754224563",Directorio Comisarias Ley 2126
41,HUILA,41013,AGRADO,Municipio,6,1,2,Comisaría de Familia Agrado,Cra 4#5-48,8322006,7:00 - 12:00 y 14:00 - 17:00,-75.7700497,2.255533116,"2.2555331158389262, -75.77004970148518",Directorio Comisarias Ley 2126
41,HUILA,41016,AIPE,Municipio,6,1,1,Comisaría de Familia Aipe,Cra 4 #2-102,3106969518,7:00 - 12:00 y 14:00 - 18:00,-75.23688828,3.219911975,"3.219911975242332, -75.23688827661245",Directorio Comisarias Ley 2126
41,HUILA,41020,ALGECIRAS,Municipio,6,1,1,Comisaría de Familia Algeciras,Cra 5 Con Cl. 6 esquina,8382012,8:00 - 12:00 y 14:00 - 18:00,-75.3155896,2.524826239,"2.524826239193724, -75.3155896014794",Directorio Comisarias Ley 2126
41,HUILA,41026,ALTAMIRA,Municipio,6,1,1,Comisaría de Familia Altamira,Cra 3 #6-06,323 3935826,8:00 - 12:00 y 14:00 - 18:00,-75.78632403,2.063585126,"2.0635851260961835, -75.78632403428719",Directorio Comisarias Ley 2126
41,HUILA,41078,BARAYA,Municipio,6,1,1,Comisaría de Familia Baraya,Cra 5 #2C-42,3186953821,8:00 - 12:30 y 14:00 - 18:00,-75.05222388,3.153518014,"3.1535180136582683, -75.05222388203121",Directorio Comisarias Ley 2126
41,HUILA,41132,CAMPOALEGRE,Municipio,6,1,1,Comisaría de Familia Campoalegre,Cl. 18 # 7-32,88380088,8:30 - 11:30 y 14:00 - 16:30,-75.32447266,2.684240353,"2.6842403532656927, -75.32447266311989",Directorio Comisarias Ley 2126
41,HUILA,41206,COLOMBIA,Municipio,6,1,1,Comisaría de Familia Colombia,Cl. 6 #3-74,3123373866,8:00 - 12:00 y 14:00 - 18:00,-74.80227936,3.376392524,"3.376392524009909, -74.8022793606017",Directorio Comisarias Ley 2126
41,HUILA,41244,ELIAS,Municipio,6,1,1,Comisaría de Familia Elías,Cl. 2 #4-28,3114752287,7:30 - 12:00 y 13:30 - 17:00,-75.9390112,2.01303177,"2.013031770166611, -75.93901120165759",Directorio Comisarias Ley 2126
41,HUILA,41306,GIGANTE,Municipio,6,1,1,Comisaría de Familia Gigante,Cl. 3 #4-11,8325122,7:00 - 12:00 y 14:00 - 17:00,-75.54710912,2.388751403,"2.3887514032012342, -75.54710912332753",Directorio Comisarias Ley 2126
41,HUILA,41319,GUADALUPE,Municipio,6,1,1,Comisaría de Familia Guadalupe,Cra 2 #4-16,3222748510,8:00 - 12:00 y 14:00 - 16:30,-75.75438773,2.024712524,"2.0247125244049653, -75.75438773006735",Directorio Comisarias Ley 2126
41,HUILA,41349,HOBO,Municipio,6,1,1,Comisaría de Familia Hobo,Cra 9 #5-41,3209533502,8:00 - 12:00 y 14:00 - 18:00,-75.45226652,2.584314391,"2.5843143908290296, -75.45226652355228",Directorio Comisarias Ley 2126
41,HUILA,41357,IQUIRA,Municipio,6,1,1,Comisaría de Familia Íquira,Cl. 4 #6-29,8394622,8:00 - 12:00 y 14:00 - 18:30,-75.6357422,2.649357757,"2.6493577566049935, -75.6357421986302",Directorio Comisarias Ley 2126
41,HUILA,41359,ISNOS,Municipio,6,1,1,Comisaría de Familia Isnos,Cra 3 #4-26,3232795856,8:00 - 12:30 y 14:00 - 17:30,-76.2145013,1.930072733,"1.930072732900189, -76.21450130050057",Directorio Comisarias Ley 2126
41,HUILA,41378,LA ARGENTINA,Municipio,6,1,1,Comisaría de Familia La Argentina,Cl. 6 #3-52,3105491838,8:00 - 12:00 y 14:00 - 17:00,-75.98013788,2.197214865,"2.197214865171334, -75.98013787762679",Directorio Comisarias Ley 2126
41,HUILA,41396,LA PLATA,Municipio,6,1,1,Comisaría de Familia La Plata,Cra 8 #10a-32,3143111495,7:30 - 16:30,-75.8927271,2.395032033,"2.3950320327468284, -75.89272710463334",Directorio Comisarias Ley 2126
41,HUILA,41483,NATAGA,Municipio,6,1,1,Comisaría de Familia Nátaga,Cra 8 #2-43,3183475723,7:30 - 12:00 y 14:00 - 18:00,-75.80988593,2.543671329,"2.543671329033808, -75.80988592694037",Directorio Comisarias Ley 2126
41,HUILA,41503,OPORAPA,Municipio,6,1,1,Comisaría de Familia Oporapa,Cl. 5 #6-79,3168317988,8:00 - 12:00 y 14:00 - 18:00,-75.9950629,2.023387603,"2.023387603355317, -75.99506290061895",Directorio Comisarias Ley 2126
41,HUILA,41518,PAICOL,Municipio,6,1,1,Comisaría de Familia Paicol,Cl. 4 #6-68,5800204,7:00 - 12:30 y 14:00 - 17:00,-75.77357696,2.448959983,"2.4489599830949422, -75.77357696312085",Directorio Comisarias Ley 2126
41,HUILA,41524,PALERMO,Municipio,6,1,1,Comisaría de Familia Palermo,Cra 8 #8-54,3167166226,7:00 - 12:30 y 14:00 - 17:30,-75.43473833,2.889180147,"2.889180146676559, -75.43473833428399",Directorio Comisarias Ley 2126
41,HUILA,41530,PALESTINA,Municipio,6,1,1,Comisaría de Familia Palestina,Cl. 3 #3-52,3174380197,8:00 - 12:00 y 13:00 - 17:00,-76.13111686,1.723464062,"1.7234640623439375, -76.13111685845014",Directorio Comisarias Ley 2126
41,HUILA,41548,PITAL,Municipio,6,1,1,Comisaría de Familia Pital,Cl. 6 #10-15,3503189850,8:00 - 12:30 y 14:00 - 18:00,-75.80565032,2.265189247,"2.265189246549814, -75.80565031556245",Directorio Comisarias Ley 2126
41,HUILA,41615,RIVERA,Municipio,6,1,1,Comisaría de Familia Rivera,Cra 7 #2-67,318 252 9699,8:00 - 12:30 y 14:00 - 18:00,-75.25787669,2.777329081,"2.7773290808193485, -75.25787668604798",Directorio Comisarias Ley 2126
41,HUILA,41660,SALADOBLANCO,Municipio,6,1,1,Comisaría de Familia Saladoblanco,Cl. 2 #5-64,3142957484,8:00 - 12:00 y 14:00 - 18:00,-76.04535856,1.991671821,"1.9916718210386855, -76.04535855821189",Directorio Comisarias Ley 2126
41,HUILA,41668,SAN AGUSTIN,Municipio,6,1,1,Comisaría de Familia San Agustín,Cra. 11 #3-61,8373177,8:00 - 12:00 y 14:00 - 16:00,-76.27220028,1.881844394,"1.8818443944749725, -76.27220028121546",Directorio Comisarias Ley 2126
41,HUILA,41676,SANTA MARIA,Municipio,6,1,1,Comisaría de Familia Santa María,Cra. 4 #10-12,8787472,7:30 - 12:00 y 14:00 - 18:00,-75.57008064,2.981624593,"2.9816245926211664, -75.57008064350956",Directorio Comisarias Ley 2126
41,HUILA,41770,SUAZA,Municipio,6,1,1,Comisaría de Familia Suaza,Cl. 7A #3-07,8324036,8:00 - 12:00 y 14:00 - 18:00,-75.79362703,1.977733216,"1.977733216038792, -75.79362703032558",Directorio Comisarias Ley 2126
41,HUILA,41791,TARQUI,Municipio,6,1,1,Comisaría de Familia Tarqui,Cra 9 #4-38,3203030375,7:30 - 12:30 y 14:00 - 18:00,-75.82461391,2.114104845,"2.1141048447671955, -75.82461390545207",Directorio Comisarias Ley 2126
41,HUILA,41797,TESALIA,Municipio,6,1,1,Comisaría de Familia Tesalia,Cra 9 #6-11,3183497576,7:30 - 12:30 y 14:00 - 18:00,-75.73077693,2.487189366,"2.487189366053819, -75.73077693428566",Directorio Comisarias Ley 2126
41,HUILA,41799,TELLO,Municipio,6,1,1,Comisaría de Familia Tello,Cl. 5A #4-03,3187999570,7:00 - 12:00 y 14:00 - 17:00,-75.13797898,3.066850305,"3.066850304671796, -75.13797897661318",Directorio Comisarias Ley 2126
41,HUILA,41801,TERUEL,Municipio,6,1,1,Comisaría de Familia Teruel,Cl. 5 #3-59,3144716852,8:00 - 11:00 y 14:00 - 17:00,-75.56851771,2.740550996,"2.740550996025221, -75.56851770544968",Directorio Comisarias Ley 2126
41,HUILA,41807,TIMANA,Municipio,6,1,1,Comisaría de Familia Timaná,Cra 4 #9-88,8374130,7:30 - 12:00 y 14:00 - 17:30,-75.93214564,1.972440875,"1.9724408754861826, -75.93214563630768",Directorio Comisarias Ley 2126
41,HUILA,41872,VILLAVIEJA,Municipio,6,1,1,Comisaría de Familia Villavieja,Cl. 4 #4-70/80,3232331086,7:30 - 12:30 y 14:00 - 17:30,-75.21863199,3.220170275,"3.2201702752013244, -75.21863199010754",Directorio Comisarias Ley 2126
41,HUILA,41885,YAGUARA,Municipio,6,1,1,Comisaría de Familia Yaguará,Cra. 3 #2-05,3203602007,7:00 - 12:00 y 14:00 - 17:00,-75.516786,2.661477955,"2.66147795484441, -75.51678600201288",Directorio Comisarias Ley 2126
44,LA GUAJIRA,44078,BARRANCAS,Municipio,6,1,1,COMISARIA DE FAMILIA DE BARRACAS,"Calle 9 No. 7-18 Palacio Municipal, Barrancas - Guajira",315-2301616,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-72,7935757813","10,9586657579",10°57′21″N 72°47′31″O,Directorio Comisarias Ley 2126
44,LA GUAJIRA,44090,DIBULLA,Municipio,6,1,1,COMISARIA DE FAMILIA DE DIBULLA,Calle 6 # 3-36 Dibulla - La Guajira.,(+57) (5) 7200255,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-73,3076206855","11,2715687878",11° 16' 1'' N 73° 18' 0'' O,Directorio Comisarias Ley 2126
44,LA GUAJIRA,44098,DISTRACCION,Municipio,6,1,1,COMISARIA DE FAMILIA DE DISTRACCIÓN,Calle 11 No. 16A‐29,3158392455,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00 pm,"-72,8873913777","10,8984720802",10° 54' 0'' N 72° 52' 59'' O,Directorio Comisarias Ley 2126
44,LA GUAJIRA,44110,EL MOLINO,Municipio,6,1,1,COMISARIA DE FAMILIA DE EL MOLINO,Carrera 2 No. 5-72 / Plaza Principal,3013045199,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-72,9267422648","10,6535029819",10° 39' 0'' N 72° 55' 1'' O,Directorio Comisarias Ley 2126
44,LA GUAJIRA,44279,FONSECA,Municipio,6,1,1,COMISARIA DE FAMILIA DE FONSECA,"Calle 12 No. 18 - 05, Palacio Municipal, Fonseca - Guajira.",3005548785,Lunes a viernes de 8:00 a.m. a 12:00 m. y de 2:00 p.m. a 6:00 p.m,"-72,8462546857","10,8866535788",10° 52' 59'' N72° 51' 0'' O,Directorio Comisarias Ley 2126
44,LA GUAJIRA,44378,HATONUEVO,Municipio,6,1,1,COMISARIA DE FAMILIA DE HATONUEVO,"Calle 13 N° 20 - 85, Barrio 20 de Julio, Palacio Municipal, Hatonuevo - Laguajira",3175134364,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-72,7590172472","11,0687421081",11° 4' 1'' N 72° 46' 1'' O,Directorio Comisarias Ley 2126
44,LA GUAJIRA,44420,LA JAGUA DEL PILAR,Municipio,6,1,1,COMISARIA DE FAMILIA DE LA JAGUA DEL PILAR,Carrera 4 No. 6 - 45 Palacion Municipal,3186940365,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-73,0725613221","10,5116713993",10°30′36″N 73°04′17″O,Directorio Comisarias Ley 2126
44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,Municipio,6,1,1,COMISARIA DE FAMILIA DE SAN JUAN DEL CESAR,Calle 7 No 9A - 36 Calle del Embudo,3013715001,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-73,0005931272","10,7695782636",10° 46' 19'' N73° 0' 8'' O,Directorio Comisarias Ley 2126
44,LA GUAJIRA,44855,URUMITA,Municipio,6,1,1,COMISARIA DE FAMILIA DE URUMITA,Carrera 9B # 14 A - 27 - Palacio Municipal,57 5777 8040,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-73,0125081065","10,5601686746",10°33′37″N 73°00′49″O,Directorio Comisarias Ley 2126
44,LA GUAJIRA,44874,VILLANUEVA,Municipio,6,1,1,COMISARIA DE FAMILIA DE VILLANUEVA,carrera 8#12a-47,3008262300,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-72,9776225919","10,6088113359",10° 36' 0'' N72° 58' 59'' O,Directorio Comisarias Ley 2126
47,MAGDALENA,47030,ALGARROBO,Municipio,6,1,1,COMISARIA DE FAMILIA DE ALGARROBO,Carrera 9 # 8 - 44 - Parque Central,3042097290,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,061131388","10,1880372898",10º 11' 19' N 74º 3' 53'O.,Directorio Comisarias Ley 2126
47,MAGDALENA,47053,ARACATACA,Municipio,6,1,1,COMISARIA DE FAMILIA DE ARACATACA,Calle 9 #4A-32,3188645479,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,1867609537","10,5897988592",10°35′28″N 74°11′06″O,Directorio Comisarias Ley 2126
47,MAGDALENA,47058,ARIGUANI,Municipio,6,1,1,COMISARIA DE FAMILIA DE ARIGUANÍ,Calle 4 N. 5-102 Plaza Principal,3106827904,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,2364991914","9,84705461368",9°50′49″N 74°14′12″O,Directorio Comisarias Ley 2126
47,MAGDALENA,47161,CERRO DE SAN ANTONIO,Municipio,6,1,1,COMISARIA DE FAMILIA DE CERRO DE SAN ANTONIO,Calle 2 Kra 2-12 Esquina Palacio Municipal 1 Piso,3016112088,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,8684730704","10,3256533075",10° 19' 59'' N74° 52' 1'' O,Directorio Comisarias Ley 2126
47,MAGDALENA,47170,CHIVOLO,Municipio,6,1,1,COMISARIA DE FAMILIA DE CHIVOLO,Transversal 5 # 1A - 80 Chibolo,(4)854213,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,6231370766","10,0268400946",Null,Directorio Comisarias Ley 2126
47,MAGDALENA,47205,CONCORDIA,Municipio,6,1,1,COMISARIA DE FAMILIA DE CONCORDIA,Carrera 4 No. 5A - 18 Palacio Municipal.,3183484591,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,833031377","10,2573102662",10° 1' 31'' N 74° 37' 14'' O,Directorio Comisarias Ley 2126
47,MAGDALENA,47245,EL BANCO,Municipio,6,1,1,COMISARIA DE FAMILIA DE EL BANCO,Calle 7 #12=85 Palacio Municipal,3117616751,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-73,9742847149","9,0087359751",9° 0' 0'' N73° 58' 1'' O,Directorio Comisarias Ley 2126
47,MAGDALENA,47258,EL PINON,Municipio,6,1,1,COMISARIA DE FAMILIA DE EL PIÑÓN,Calle 15 N° 1-30 Plaza la Libertad,57 5878 1833,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,8232919445","10,4030943537",10°24′14″N 74°49′23″O.,Directorio Comisarias Ley 2126
47,MAGDALENA,47268,EL RETEN,Municipio,6,1,1,COMISARIA DE FAMILIA DE EL RETÉN,Carrera 5 # 4-32 Barrio Centro,3101234567,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,2684546741","10,6106681998",10°36′38″N 74°16′06″O,Directorio Comisarias Ley 2126
47,MAGDALENA,47288,FUNDACION,Municipio,6,1,1,COMISARIA DE FAMILIA DE FUNDACIÓN,"Carrera 5 # 4-48 Barrio Centro, Fundación",(+57) (5) 4140498,lunes a viernes de 8:00 am a 12:00 pm y 2:00 pm a 4:00 pm,"-74,1913417387","10,5140917977",10° 31' 14'' N 74° 11' 14'' O,Directorio Comisarias Ley 2126
47,MAGDALENA,47318,GUAMAL,Municipio,6,1,1,COMISARIA DE FAMILIA DE GUAMAL,CALLE 4 N 4A -33,57 5418 2072,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,2236997384","9,14438638111",9° 9' 0'' N74° 13' 59'' O,Directorio Comisarias Ley 2126
47,MAGDALENA,47460,NUEVA GRANADA,Municipio,6,1,1,COMISARIA DE FAMILIA DE NUEVA GRANADA,Carrera 5 No. 4A -57 - Palacio Municipal,323 650 44 49,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,392235318","9,80154812175",9° 48' 0'' N 74° 24' 0'' O,Directorio Comisarias Ley 2126
47,MAGDALENA,47541,PEDRAZA,Municipio,6,1,1,COMISARIA DE FAMILIA DE PEDRAZA,Calle 5 Kra 4 – 27 Barrio Arriba,310 4529197,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,9154587828","10,1882048875",10° 10' 59'' N 74° 55' 1'' O,Directorio Comisarias Ley 2126
47,MAGDALENA,47545,PIJINO DEL CARMEN,Municipio,6,1,1,COMISARIA DE FAMILIA DE PIJIÑO DEL CARMEN,Carrera 5 N° 8 - 46 - Pijiño del Carmen,57 5685 6370,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,4582175584","9,33195248638",9° 20' 37'' N 74° 25' 30'' O,Directorio Comisarias Ley 2126
47,MAGDALENA,47551,PIVIJAY,Municipio,6,1,1,COMISARIA DE FAMILIA DE PIVIJAY,calle 4 No 14 - 05 Pivijay,3244800363,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,6135180767","10,4606939662",10° 28' 1'' N 74° 37' 1'' O,Directorio Comisarias Ley 2126
47,MAGDALENA,47555,PLATO,Municipio,6,1,1,COMISARIA DE FAMILIA DE PLATO,Cra 12 con calle 4,(+57) 5 4850024,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,784684214","9,79677054749",9° 46' 59'' N 74° 46' 59'' O,Directorio Comisarias Ley 2126
47,MAGDALENA,47570,PUEBLOVIEJO,Municipio,6,1,1,COMISARIA DE FAMILIA DE PUEBLOVIEJO,calle 5 No. 6-72,3246402102,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,2824768666","10,9948385981",10° 58' 40'' N74° 19' 38'' O,Directorio Comisarias Ley 2126
47,MAGDALENA,47605,REMOLINO,Municipio,6,1,1,COMISARIA DE FAMILIA DE REMOLINO,Calle 10 Carrera 2 Esquina Edificio El Palacio Municipal,3045853107,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,716139312","10,7021709717",10° 42' 0'' N74° 43' 1'' O,Directorio Comisarias Ley 2126
47,MAGDALENA,47660,SABANAS DE SAN ANGEL,Municipio,6,1,1,COMISARIA DE FAMILIA DE SABANAS DE SAN ÁNGEL,"Cra 3 N° 3-10 Plaza Principal, San Ángel.",3104104781,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,2139389889","10,0325378237",10° 1' 59'' N74° 13' 1'' O,Directorio Comisarias Ley 2126
47,MAGDALENA,47675,SALAMINA,Municipio,6,1,1,COMISARIA DE FAMILIA DE SALAMINA,Calle 7 # 2-13 - Palacio Municipal - Salamina,3003623688,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,7941894058","10,4912293928",10°29′25″N 74°47′38″O,Directorio Comisarias Ley 2126
47,MAGDALENA,47692,SAN SEBASTIAN DE BUENAVISTA,Municipio,6,1,1,COMISARIA DE FAMILIA DE SAN SEBASTIÁN DE BUENAVISTA,Cra 5 No 3-82 Esquina - Palacio Municipal,310 426 36 96,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,3516789515","9,24078172832",9°14′21″N 74°21′07″O,Directorio Comisarias Ley 2126
47,MAGDALENA,47703,SAN ZENON,Municipio,6,1,1,COMISARIA DE FAMILIA DE SAN ZENÓN,Cra 2 Numero 10 - 08 Esquina - Palacio Municipal,3017625195,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,4989888678","9,24506385456",9°14′42″N 74°29′57″O,Directorio Comisarias Ley 2126
47,MAGDALENA,47707,SANTA ANA,Municipio,6,1,1,COMISARIA DE FAMILIA DE SANTA ANA,Calle 2 No. 5 - 66 Barrio Centro,+57 5683 7076,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,5668440377","9,32429335632",9° 19' 1'' N74° 34' 1'' O,Directorio Comisarias Ley 2126
47,MAGDALENA,47720,SANTA BARBARA DE PINTO,Municipio,6,1,1,COMISARIA DE FAMILIA DE SANTA BÁRBARA DE PINTO,"Carrera 6 No 3 A ⎯ 40 Calle los Almendros, Barrio Papelillo",314 790429,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,7046839218","9,4322584701",9° 26' 2'' N74° 42' 12'' O,Directorio Comisarias Ley 2126
47,MAGDALENA,47798,TENERIFE,Municipio,6,1,1,COMISARIA DE FAMILIA DE TENERIFE,Carrera 4 # 8-07 Barrio Centro,+57 5486 0562,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-74,8607737651","9,8977882091",9° 54' 0'' N 74° 52' 1'' O,Directorio Comisarias Ley 2126
47,MAGDALENA,47960,ZAPAYAN,Municipio,6,1,1,COMISARIA DE FAMILIA DE ZAPAYÁN,Cra 7 # 9-68 Punta de Piedras Zapayán,321542248,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,-74717,10167,10°10′09″N 74°43′03″O,Directorio Comisarias Ley 2126
47,MAGDALENA,47980,ZONA BANANERA,Municipio,6,1,1,COMISARIA DE FAMILIA DE ZONA BANANERA,"Casa 9, Prado Sevilla, Sevilla, Zona Bananera",3226751733,Lunes a Viernes de 8:00 a.m. a 12:00 m. y 1:00 p.m. a 5:00 p.m.,"-74,1400846875","10,7630254626",10° 39' 8'' N74° 10' 0'' O,Directorio Comisarias Ley 2126
