expediente_id,municipio,tipo_proceso,despacho,anio_radicacion,ivf_score,carga_despacho,n_audiencias,apelacion,duracion_dias,terminado
EXP-00020,SIN_DATO,VIF,Juzgado_2_Familia,2024,2.2,1.2,1,0,251,1
EXP-00021,BOLIVAR,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,0.2333333333333333,1.35,7,1,620,1
EXP-00022,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_2_Familia,2023,6.6,1.2,7,0,339,1
EXP-00023,CAICEDONIA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,1.28,1.35,16,0,507,1
EXP-00024,CANDELARIA,SUSTANCIAS,Juzgado_3_Familia,2024,3.08,0.95,10,0,302,1
EXP-00025,JAMUNDI,VIF,Juzgado_1_Familia,2020,2.64,1.35,3,0,275,1
EXP-00026,BUENAVENTURA,SUSTANCIAS,Juzgado_3_Familia,2024,3.34,0.95,1,0,177,1
EXP-00027,CALI,VIF,Juzgado_Penal_Municipal_2,2024,70.34,1.05,1,0,410,1
EXP-00028,CALI,VIF,Juzgado_2_Familia,2022,70.34,1.2,8,0,503,1
EXP-00029,LA UNION,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,0.575,1.35,6,0,530,1
EXP-00030,LA UNION,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2020,0.575,1.05,4,0,292,1
EXP-00031,GUADALAJARA DE BUGA,VIF,Juzgado_Penal_Municipal_1,2022,6.6,1.25,2,0,273,1
EXP-00032,GINEBRA,ALIMENTOS,Comisaria_2_Familia,2023,0.6,0.9,4,0,232,1
EXP-00033,VERSALLES,VIF,Juzgado_Penal_Municipal_1,2020,0.1333333333333333,1.25,2,0,176,0
EXP-00034,CALIMA,VIF,Comisaria_2_Familia,2020,0.3199999999999999,0.9,2,0,155,1
EXP-00035,ROLDANILLO,ALIMENTOS,Comisaria_2_Familia,2024,1.26,0.9,1,0,269,1
EXP-00036,CALI,ALIMENTOS,Comisaria_2_Familia,2020,70.34,0.9,5,0,472,1
EXP-00037,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,3.08,1.25,11,0,424,1
EXP-00038,JAMUNDI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,2.64,0.9,5,1,462,1
EXP-00039,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,70.34,0.95,6,0,554,1
EXP-00040,YUMBO,ALIMENTOS,Juzgado_2_Familia,2023,3.5,1.2,1,0,338,1
EXP-00041,CANDELARIA,VIF,Juzgado_2_Familia,2023,3.08,1.2,3,0,237,1
EXP-00042,BUENAVENTURA,VIF,Juzgado_3_Familia,2024,3.34,0.95,9,0,242,1
EXP-00043,BUGALAGRANDE,VIF,Comisaria_2_Familia,2024,0.2799999999999999,0.9,9,0,235,1
EXP-00044,TULUA,ALIMENTOS,Juzgado_1_Familia,2024,3.34,1.35,5,0,371,1
EXP-00045,BUENAVENTURA,ALIMENTOS,Juzgado_1_Familia,2023,3.34,1.35,7,0,402,1
EXP-00046,CALI,VIF,Comisaria_2_Familia,2024,70.34,0.9,2,0,383,1
EXP-00047,DAGUA,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,1.3666666666666665,1.05,2,1,411,1
EXP-00048,YUMBO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,3.5,1.05,2,1,497,1
EXP-00049,BUENAVENTURA,SUSTANCIAS,Juzgado_Penal_Municipal_2,2022,3.34,1.05,4,0,110,0
EXP-00050,CAICEDONIA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2021,1.28,0.9,1,0,231,1
EXP-00051,CALI,SUSTANCIAS,Comisaria_2_Familia,2022,70.34,0.9,7,0,419,1
EXP-00052,PALMIRA,ALIMENTOS,Juzgado_1_Familia,2023,11.54,1.35,10,1,333,0
EXP-00053,CALI,ALIMENTOS,Juzgado_2_Familia,2021,70.34,1.2,1,0,485,1
EXP-00054,BUENAVENTURA,ALIMENTOS,Juzgado_1_Familia,2022,3.34,1.35,1,0,351,1
EXP-00055,TULUA,VIF,Juzgado_1_Familia,2022,3.34,1.35,4,0,297,1
EXP-00056,GINEBRA,VIF,Juzgado_Penal_Municipal_2,2021,0.6,1.05,2,0,222,1
EXP-00057,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,70.34,1.05,5,1,643,1
EXP-00058,GINEBRA,SUSTANCIAS,Juzgado_2_Familia,2022,0.6,1.2,1,0,240,1
EXP-00059,PALMIRA,VIF,Juzgado_2_Familia,2022,11.54,1.2,4,0,269,1
EXP-00060,CARTAGO,HURTO_PATRIMONIAL,Comisaria_1_Familia,2023,5.56,1.1,5,0,398,1
EXP-00061,CAICEDONIA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2021,1.28,1.05,4,0,249,0
EXP-00062,SIN_DATO,VIF,Juzgado_Penal_Municipal_2,2022,2.2,1.05,13,0,297,1
EXP-00063,CALIMA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2023,0.3199999999999999,1.1,1,0,347,1
EXP-00064,SIN_DATO,VIF,Juzgado_Penal_Municipal_2,2022,2.2,1.05,6,0,221,1
EXP-00065,JAMUNDI,SUSTANCIAS,Comisaria_2_Familia,2021,2.64,0.9,2,0,144,0
EXP-00066,SIN_DATO,VIF,Juzgado_Penal_Municipal_1,2022,2.2,1.25,1,0,213,1
EXP-00067,ZARZAL,VIF,Juzgado_3_Familia,2024,1.12,0.95,4,0,192,1
EXP-00068,ARGELIA,ALIMENTOS,Comisaria_1_Familia,2022,0.2,1.1,3,0,285,1
EXP-00069,CALIMA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2021,0.3199999999999999,1.1,1,1,402,1
EXP-00070,SEVILLA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,1.62,1.25,2,0,332,1
EXP-00071,CANDELARIA,VIF,Juzgado_Penal_Municipal_1,2023,3.08,1.25,10,0,345,1
EXP-00072,TRUJILLO,VIF,Juzgado_3_Familia,2022,0.225,0.95,5,0,202,1
EXP-00073,YUMBO,VIF,Juzgado_Penal_Municipal_1,2021,3.5,1.25,7,0,285,1
EXP-00074,CANDELARIA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,3.08,1.25,1,0,382,1
EXP-00075,BUENAVENTURA,VIF,Juzgado_1_Familia,2023,3.34,1.35,1,0,271,1
EXP-00076,CANDELARIA,VIF,Juzgado_1_Familia,2022,3.08,1.35,2,0,275,1
EXP-00077,GUACARI,VIF,Juzgado_Penal_Municipal_2,2024,1.48,1.05,5,0,244,1
EXP-00078,EL CAIRO,ALIMENTOS,Juzgado_3_Familia,2020,0.1,0.95,6,1,415,1
EXP-00079,PALMIRA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,11.54,1.25,7,0,349,1
EXP-00080,TRUJILLO,VIF,Juzgado_1_Familia,2024,0.225,1.35,5,0,279,1
EXP-00081,TRUJILLO,VIF,Juzgado_3_Familia,2022,0.225,0.95,1,0,193,1
EXP-00082,DAGUA,VIF,Juzgado_Penal_Municipal_2,2023,1.3666666666666665,1.05,2,0,191,1
EXP-00083,CALI,VIF,Juzgado_2_Familia,2023,70.34,1.2,8,0,479,1
EXP-00084,CALI,VIF,Comisaria_2_Familia,2023,70.34,0.9,7,0,409,1
EXP-00085,ZARZAL,VIF,Juzgado_3_Familia,2023,1.12,0.95,1,0,205,1
EXP-00086,CALI,VIF,Juzgado_Penal_Municipal_1,2021,70.34,1.25,4,0,471,1
EXP-00087,EL CERRITO,ALIMENTOS,Comisaria_1_Familia,2022,1.1,1.1,11,1,477,1
EXP-00088,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1,2021,70.34,1.25,18,0,343,0
EXP-00089,LA UNION,ALIMENTOS,Juzgado_1_Familia,2021,0.575,1.35,7,0,374,1
EXP-00090,BUENAVENTURA,ALIMENTOS,Comisaria_1_Familia,2024,3.34,1.1,4,1,416,1
EXP-00091,SEVILLA,VIF,Comisaria_1_Familia,2021,1.62,1.1,3,0,198,1
EXP-00092,JAMUNDI,VIF,Comisaria_2_Familia,2022,2.64,0.9,4,0,193,1
EXP-00093,CALI,VIF,Juzgado_3_Familia,2020,70.34,0.95,4,0,433,1
EXP-00094,JAMUNDI,HURTO_PATRIMONIAL,Comisaria_1_Familia,2021,2.64,1.1,4,1,473,1
EXP-00095,LA UNION,SUSTANCIAS,Juzgado_2_Familia,2024,0.575,1.2,6,0,213,0
EXP-00096,PALMIRA,VIF,Juzgado_Penal_Municipal_2,2024,11.54,1.05,7,0,263,1
EXP-00097,TULUA,VIF,Comisaria_2_Familia,2022,3.34,0.9,1,0,204,1
EXP-00098,CARTAGO,ALIMENTOS,Juzgado_2_Familia,2022,5.56,1.2,7,0,322,1
EXP-00099,GUADALAJARA DE BUGA,SUSTANCIAS,Juzgado_Penal_Municipal_1,2024,6.6,1.25,4,0,323,1
EXP-00100,BUENAVENTURA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,3.34,1.25,1,1,474,1
EXP-00101,JAMUNDI,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,2.64,1.05,1,1,417,1
EXP-00102,PALMIRA,ALIMENTOS,Comisaria_2_Familia,2022,11.54,0.9,1,0,271,1
EXP-00103,CALIMA,VIF,Juzgado_Penal_Municipal_1,2023,0.3199999999999999,1.25,6,0,258,1
EXP-00104,GUADALAJARA DE BUGA,VIF,Juzgado_3_Familia,2022,6.6,0.95,7,0,267,1
EXP-00105,VIJES,ALIMENTOS,Juzgado_1_Familia,2022,0.175,1.35,5,1,492,1
EXP-00106,DAGUA,VIF,Juzgado_1_Familia,2020,1.3666666666666665,1.35,12,0,318,1
EXP-00107,CALI,ALIMENTOS,Comisaria_1_Familia,2023,70.34,1.1,8,1,662,1
EXP-00108,JAMUNDI,ALIMENTOS,Juzgado_3_Familia,2024,2.64,0.95,7,1,452,1
EXP-00109,CAICEDONIA,VIF,Juzgado_1_Familia,2024,1.28,1.35,1,0,229,0
EXP-00110,PALMIRA,ALIMENTOS,Juzgado_3_Familia,2024,11.54,0.95,10,1,421,1
EXP-00111,SEVILLA,VIF,Juzgado_3_Familia,2023,1.62,0.95,1,0,158,1
EXP-00112,SIN_DATO,VIF,Comisaria_2_Familia,2023,2.2,0.9,1,0,183,1
EXP-00113,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2022,70.34,0.9,4,0,473,1
EXP-00114,CALI,ALIMENTOS,Comisaria_1_Familia,2024,70.34,1.1,4,1,643,1
EXP-00115,GUACARI,ALIMENTOS,Comisaria_2_Familia,2024,1.48,0.9,3,1,364,1
EXP-00116,GUADALAJARA DE BUGA,VIF,Juzgado_Penal_Municipal_2,2024,6.6,1.05,7,0,268,1
EXP-00117,CALI,VIF,Comisaria_2_Familia,2023,70.34,0.9,3,0,385,1
EXP-00118,OBANDO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,0.38,1.25,18,0,508,1
EXP-00119,CANDELARIA,SUSTANCIAS,Juzgado_3_Familia,2024,3.08,0.95,10,0,292,1
EXP-00120,BUGALAGRANDE,VIF,Juzgado_3_Familia,2022,0.2799999999999999,0.95,5,0,211,1
EXP-00121,CALI,VIF,Juzgado_Penal_Municipal_2,2020,70.34,1.05,4,0,451,1
EXP-00122,ZARZAL,ALIMENTOS,Juzgado_1_Familia,2020,1.12,1.35,18,0,447,1
EXP-00123,SEVILLA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,1.62,1.25,2,0,307,1
EXP-00124,ANSERMANUEVO,ALIMENTOS,Juzgado_3_Familia,2024,0.2,0.95,8,1,430,1
EXP-00125,TRUJILLO,ALIMENTOS,Juzgado_2_Familia,2024,0.225,1.2,2,0,290,1
EXP-00126,CALI,VIF,Comisaria_2_Familia,2024,70.34,0.9,9,0,440,1
EXP-00127,PRADERA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2023,0.72,1.1,7,0,322,0
EXP-00128,EL CAIRO,VIF,Comisaria_1_Familia,2024,0.1,1.1,1,0,230,1
EXP-00129,YUMBO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2023,3.5,0.95,3,0,263,1
EXP-00130,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2021,2.64,0.95,2,1,441,1
EXP-00131,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2022,70.34,1.05,1,1,631,1
EXP-00132,PALMIRA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2023,11.54,1.1,6,1,526,1
EXP-00133,GINEBRA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2020,0.6,1.1,4,0,161,0
EXP-00134,ZARZAL,VIF,Juzgado_Penal_Municipal_1,2021,1.12,1.25,4,0,239,1
EXP-00135,CARTAGO,VIF,Comisaria_2_Familia,2020,5.56,0.9,18,0,302,1
EXP-00136,BUGALAGRANDE,HURTO_PATRIMONIAL,Juzgado_3_Familia,2023,0.2799999999999999,0.95,3,0,289,1
EXP-00137,GINEBRA,SUSTANCIAS,Juzgado_1_Familia,2023,0.6,1.35,2,0,306,1
EXP-00138,PALMIRA,VIF,Juzgado_Penal_Municipal_2,2021,11.54,1.05,5,0,256,1
EXP-00139,GUACARI,VIF,Juzgado_Penal_Municipal_2,2023,1.48,1.05,9,0,272,1
EXP-00140,ROLDANILLO,VIF,Juzgado_Penal_Municipal_1,2024,1.26,1.25,2,0,244,1
EXP-00141,EL CERRITO,VIF,Comisaria_1_Familia,2021,1.1,1.1,1,0,218,1
EXP-00142,LA CUMBRE,VIF,Juzgado_3_Familia,2021,0.24,0.95,7,0,198,1
EXP-00143,CALI,ALIMENTOS,Juzgado_1_Familia,2024,70.34,1.35,6,1,712,1
EXP-00144,YUMBO,SUSTANCIAS,Juzgado_2_Familia,2024,3.5,1.2,11,0,336,1
EXP-00145,TRUJILLO,VIF,Juzgado_2_Familia,2024,0.225,1.2,12,0,322,1
EXP-00146,FLORIDA,ALIMENTOS,Comisaria_1_Familia,2024,0.8,1.1,1,0,132,0
EXP-00147,CALI,VIF,Juzgado_Penal_Municipal_1,2023,70.34,1.25,5,0,477,1
EXP-00148,TULUA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2022,3.34,0.9,2,0,250,1
EXP-00149,BUENAVENTURA,ALIMENTOS,Comisaria_2_Familia,2022,3.34,0.9,2,0,249,1
EXP-00150,YUMBO,VIF,Juzgado_3_Familia,2024,3.5,0.95,4,0,225,1
EXP-00151,BUGALAGRANDE,VIF,Juzgado_3_Familia,2021,0.2799999999999999,0.95,8,0,159,0
EXP-00152,PALMIRA,ALIMENTOS,Juzgado_3_Familia,2022,11.54,0.95,2,1,401,1
EXP-00153,CALI,ALIMENTOS,Comisaria_2_Familia,2024,70.34,0.9,1,0,229,0
EXP-00154,ZARZAL,ALIMENTOS,Juzgado_Penal_Municipal_2,2021,1.12,1.05,5,1,450,1
EXP-00155,ZARZAL,HURTO_PATRIMONIAL,Juzgado_2_Familia,2022,1.12,1.2,3,0,313,0
EXP-00156,ZARZAL,VIF,Juzgado_3_Familia,2024,1.12,0.95,8,0,224,1
EXP-00157,EL DOVIO,ALIMENTOS,Juzgado_1_Familia,2024,0.1,1.35,5,1,540,1
EXP-00158,TULUA,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,3.34,1.25,5,1,344,0
EXP-00159,CALI,ALIMENTOS,Comisaria_1_Familia,2023,70.34,1.1,3,0,519,1
EXP-00160,CALI,VIF,Juzgado_Penal_Municipal_1,2023,70.34,1.25,16,0,578,1
EXP-00161,CANDELARIA,ALIMENTOS,Juzgado_2_Familia,2021,3.08,1.2,3,0,364,1
EXP-00162,ANDALUCIA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2023,0.38,0.95,6,0,333,1
EXP-00163,ARGELIA,ALIMENTOS,Comisaria_2_Familia,2023,0.2,0.9,5,0,234,1
EXP-00164,LA UNION,VIF,Juzgado_2_Familia,2023,0.575,1.2,1,0,204,1
EXP-00165,LA UNION,ALIMENTOS,Juzgado_Penal_Municipal_2,2021,0.575,1.05,4,1,398,1
EXP-00166,YUMBO,VIF,Juzgado_Penal_Municipal_2,2024,3.5,1.05,3,0,268,1
EXP-00167,CAICEDONIA,ALIMENTOS,Juzgado_1_Familia,2024,1.28,1.35,5,0,348,1
EXP-00168,SAN PEDRO,VIF,Juzgado_1_Familia,2020,0.3,1.35,1,0,219,1
EXP-00169,BUGALAGRANDE,VIF,Comisaria_2_Familia,2020,0.2799999999999999,0.9,3,0,191,1
EXP-00170,TULUA,VIF,Juzgado_Penal_Municipal_1,2021,3.34,1.25,16,0,343,1
EXP-00171,EL CERRITO,ALIMENTOS,Comisaria_1_Familia,2024,1.1,1.1,13,0,306,0
EXP-00172,PALMIRA,ALIMENTOS,Juzgado_3_Familia,2022,11.54,0.95,3,0,285,1
EXP-00173,CAICEDONIA,VIF,Comisaria_2_Familia,2023,1.28,0.9,1,0,200,1
EXP-00174,CALI,VIF,Comisaria_1_Familia,2024,70.34,1.1,5,0,281,0
EXP-00175,PRADERA,ALIMENTOS,Comisaria_1_Familia,2024,0.72,1.1,1,0,249,1
EXP-00176,ARGELIA,VIF,Juzgado_1_Familia,2023,0.2,1.35,3,0,217,0
EXP-00177,YOTOCO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2021,0.58,1.25,3,0,316,1
EXP-00178,BUENAVENTURA,VIF,Juzgado_Penal_Municipal_2,2021,3.34,1.05,6,0,239,1
EXP-00179,LA CUMBRE,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2021,0.24,1.25,3,0,333,1
EXP-00180,YUMBO,SUSTANCIAS,Juzgado_2_Familia,2024,3.5,1.2,3,0,247,0
EXP-00181,OBANDO,ALIMENTOS,Juzgado_3_Familia,2022,0.38,0.95,1,0,252,1
EXP-00182,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia,2022,70.34,1.1,6,0,548,1
EXP-00183,YUMBO,VIF,Comisaria_2_Familia,2024,3.5,0.9,3,0,170,1
EXP-00184,CARTAGO,VIF,Juzgado_1_Familia,2021,5.56,1.35,2,0,281,1
EXP-00185,DAGUA,VIF,Juzgado_1_Familia,2021,1.3666666666666665,1.35,8,0,276,1
EXP-00186,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2023,70.34,1.25,1,1,656,1
EXP-00187,CALI,VIF,Juzgado_3_Familia,2022,70.34,0.95,7,0,418,1
EXP-00188,PALMIRA,ALIMENTOS,Juzgado_2_Familia,2023,11.54,1.2,1,0,326,1
EXP-00189,CALI,VIF,Comisaria_1_Familia,2024,70.34,1.1,8,0,482,1
EXP-00190,TULUA,SUSTANCIAS,Juzgado_1_Familia,2024,3.34,1.35,5,0,174,0
EXP-00191,ANSERMANUEVO,ALIMENTOS,Comisaria_2_Familia,2024,0.2,0.9,7,0,183,0
EXP-00192,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,70.34,1.35,3,0,612,1
EXP-00193,FLORIDA,VIF,Juzgado_Penal_Municipal_1,2024,0.8,1.25,6,0,295,1
EXP-00194,CALI,VIF,Juzgado_2_Familia,2020,70.34,1.2,4,0,451,1
EXP-00195,ROLDANILLO,ALIMENTOS,Comisaria_1_Familia,2023,1.26,1.1,8,0,327,1
EXP-00196,CALI,VIF,Juzgado_Penal_Municipal_2,2023,70.34,1.05,4,0,413,1
EXP-00197,SIN_DATO,VIF,Juzgado_2_Familia,2024,2.2,1.2,4,0,235,0
EXP-00198,ROLDANILLO,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,1.26,1.05,15,1,531,1
EXP-00199,SIN_DATO,ALIMENTOS,Juzgado_3_Familia,2022,2.2,0.95,5,0,253,1
EXP-00200,CALIMA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,0.3199999999999999,0.95,1,1,417,1
EXP-00201,CAICEDONIA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2021,1.28,1.05,3,0,289,1
EXP-00202,FLORIDA,VIF,Juzgado_3_Familia,2023,0.8,0.95,12,0,312,1
EXP-00203,OBANDO,ALIMENTOS,Juzgado_1_Familia,2024,0.38,1.35,8,0,406,1
EXP-00204,CALI,VIF,Comisaria_1_Familia,2024,70.34,1.1,2,0,204,0
EXP-00205,CALI,ALIMENTOS,Comisaria_1_Familia,2024,70.34,1.1,8,1,345,0
EXP-00206,ZARZAL,ALIMENTOS,Juzgado_2_Familia,2023,1.12,1.2,7,0,187,0
EXP-00207,YOTOCO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,0.58,1.05,1,0,152,0
EXP-00208,GUACARI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,1.48,0.95,1,1,283,0
EXP-00209,CALIMA,VIF,Juzgado_1_Familia,2024,0.3199999999999999,1.35,2,0,98,0
EXP-00210,OBANDO,ALIMENTOS,Juzgado_1_Familia,2024,0.38,1.35,8,0,384,1
EXP-00211,BUENAVENTURA,VIF,Juzgado_Penal_Municipal_1,2023,3.34,1.25,4,0,295,1
EXP-00212,GINEBRA,ALIMENTOS,Comisaria_1_Familia,2021,0.6,1.1,7,0,183,0
EXP-00213,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_1_Familia,2024,6.6,1.1,7,1,296,0
EXP-00214,CALI,ALIMENTOS,Juzgado_2_Familia,2023,70.34,1.2,1,1,485,0
EXP-00215,EL AGUILA,VIF,Juzgado_Penal_Municipal_2,2022,0.1666666666666666,1.05,1,0,182,1
EXP-00216,GUADALAJARA DE BUGA,VIF,Juzgado_2_Familia,2021,6.6,1.2,5,0,266,1
EXP-00217,CALI,ALIMENTOS,Comisaria_1_Familia,2022,70.34,1.1,4,0,526,1
EXP-00218,EL CERRITO,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,1.1,1.25,3,0,305,1
EXP-00219,SAN PEDRO,VIF,Juzgado_2_Familia,2024,0.3,1.2,6,0,300,1
EXP-00220,LA UNION,VIF,Juzgado_3_Familia,2024,0.575,0.95,4,0,223,1
EXP-00221,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,70.34,1.05,11,0,319,0
EXP-00222,GUADALAJARA DE BUGA,VIF,Juzgado_3_Familia,2021,6.6,0.95,1,0,171,1
EXP-00223,PALMIRA,ALIMENTOS,Comisaria_1_Familia,2024,11.54,1.1,1,0,281,1
EXP-00224,JAMUNDI,VIF,Juzgado_Penal_Municipal_1,2024,2.64,1.25,1,0,263,1
EXP-00225,JAMUNDI,VIF,Juzgado_Penal_Municipal_2,2021,2.64,1.05,7,0,253,1
EXP-00226,EL AGUILA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,0.1666666666666666,1.35,1,0,385,1
EXP-00227,TORO,VIF,Juzgado_3_Familia,2023,0.1333333333333333,0.95,13,0,211,0
EXP-00228,PALMIRA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2024,11.54,1.1,1,1,521,1
EXP-00229,YUMBO,VIF,Juzgado_3_Familia,2024,3.5,0.95,6,0,111,0
EXP-00230,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2021,70.34,1.05,9,1,700,1
EXP-00231,VERSALLES,VIF,Comisaria_1_Familia,2024,0.1333333333333333,1.1,9,0,250,1
EXP-00232,SAN PEDRO,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,0.3,1.05,4,0,177,0
EXP-00233,CAICEDONIA,SUSTANCIAS,Comisaria_1_Familia,2021,1.28,1.1,6,0,285,1
EXP-00234,ROLDANILLO,VIF,Juzgado_3_Familia,2022,1.26,0.95,8,0,230,1
EXP-00235,VERSALLES,ALIMENTOS,Comisaria_1_Familia,2020,0.1333333333333333,1.1,5,1,436,1
EXP-00236,ALCALA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,0.22,1.35,7,1,421,0
EXP-00237,SIN_DATO,ALIMENTOS,Juzgado_Penal_Municipal_1,2020,2.2,1.25,1,0,295,1
EXP-00238,FLORIDA,ALIMENTOS,Comisaria_1_Familia,2024,0.8,1.1,8,0,191,0
EXP-00239,LA UNION,ALIMENTOS,Juzgado_3_Familia,2022,0.575,0.95,4,1,421,1
EXP-00240,CALI,ALIMENTOS,Comisaria_2_Familia,2020,70.34,0.9,6,0,523,1
EXP-00241,GINEBRA,VIF,Juzgado_2_Familia,2021,0.6,1.2,11,0,319,1
EXP-00242,PALMIRA,VIF,Comisaria_1_Familia,2021,11.54,1.1,3,0,248,1
EXP-00243,CALI,ALIMENTOS,Juzgado_1_Familia,2020,70.34,1.35,12,0,614,1
EXP-00244,GUACARI,ALIMENTOS,Juzgado_1_Familia,2023,1.48,1.35,2,0,358,1
EXP-00245,TULUA,ALIMENTOS,Juzgado_1_Familia,2022,3.34,1.35,7,1,511,1
EXP-00246,CALI,VIF,Juzgado_Penal_Municipal_1,2024,70.34,1.25,11,0,511,1
EXP-00247,GUADALAJARA DE BUGA,VIF,Juzgado_1_Familia,2024,6.6,1.35,7,0,328,1
EXP-00248,GUADALAJARA DE BUGA,VIF,Juzgado_1_Familia,2023,6.6,1.35,4,0,277,1
EXP-00249,TULUA,ALIMENTOS,Juzgado_1_Familia,2024,3.34,1.35,1,0,373,1
EXP-00250,ALCALA,VIF,Comisaria_1_Familia,2021,0.22,1.1,4,0,127,0
EXP-00251,GUADALAJARA DE BUGA,VIF,Comisaria_2_Familia,2022,6.6,0.9,4,0,189,1
EXP-00252,CAICEDONIA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,1.28,1.25,1,1,527,1
